Word,Frequency,Line Number,Line Content
,,1787,For alle þe lufez vpon lyue layne not þe soþe
,,1793,"'Þat is a worde,' quoþ þat wyȝt, 'þat worst is of alle,"
,,1887,"With comlych caroles and alle kynnes ioye,"
,,1900,And alle þe rabel in a res ryȝt at his helez.
,,1905,"And ryȝt bifore þe hors fete þay fel on hym alle,"
,,1914,"Alle þat euer ber bugle blowed at ones,"
,,1915,And alle þise oþer halowed þat hade no hornes;
,,2047,Alle þe meyny of renoun
,,2059,"Þat haldez þe heuen vpon hyȝe, and also yow alle!"
,,2124,"Þat I schal swere bi God and alle his gode halȝez,"
,,2152,"For alle þe golde vpon grounde I nolde go wyth þe,"
,,2263,"With alle þe bur in his body he ber hit on lofte,"
,,2344,I relece þe of þe remnaunt of ryȝtes alle oþer.
,,2373,"Alle þe blode of his brest blende in his face,"
,,2424,"For þes wer forne þe freest, þat folȝed alle þe sele"
,,2425,"Exellently of alle þyse oþer, vnder heuenryche"
,,2427,And alle þay were biwyled
,,2452,"With þat conable klerk, þat knowes alle your knyȝtez"
,,2497,"Biknowez alle þe costes of care þat he hade,"
,,2515,"Þe kyng comfortez þe knyȝt, and alle þe court als"
aloft,2,573,"And syþen a crafty capados, closed aloft,"
,,984,"Þe lorde luflych aloft lepez ful ofte,"
alofte,7,194,"Syþen þrawen wyth a þwong a þwarle knot alofte,"
,,435,"Steppez into stelbawe and strydez alofte,"
,,1128,Cowþe wel halde layk alofte.
,,1649,"Þenne þay teldet tablez trestes alofte,"
,,1819,Wyth a starande ston stondande alofte
,,2062,Þenn steppez he into stirop and strydez alofte;
,,2290,"'Haf at þe þenne!' quoþ þat oþer, and heuez hit alofte,"
alone,1,695,Oft leudlez alone he lengez on nyȝtez
alosed,1,1513,"And of alle cheualry to chose, þe chef þyng alosed"
als,8,270,"Ande oþer weppenes to welde, I wene wel, als;"
,,722,"Sumwhyle wyth wormez he werrez, and with wolues als,"
,,936,"Þe lorde loutes þerto, and þe lady als,"
,,1070,And me als fayn to falle feye as fayly of myyn ernde.'
,,1225,"I schal happe yow here þat oþer half als,"
,,1233,"Oþer burnez in her bedde, and my burdez als,"
,,2362,"Now know I wel þy cosses, and þy costes als,"
,,2515,"Þe kyng comfortez þe knyȝt, and alle þe court als"
alse,1,1628,"Of þe largesse and þe lenþe, þe liþernez alse"
also,3,90,And also an oþer maner meued him eke
,,1156,Þe breme bukkez also with hor brode paumez;
,,2059,"Þat haldez þe heuen vpon hyȝe, and also yow alle!"
aluisch,1,683,"Hadet wyth an aluisch mon, for angardez pryde."
alway,1,1483,"Wyȝe þat is so wel wrast alway to god,"
alyue,1,1270,"For were I worth al þe wone of wymmen alyue,"
alþer-grattest,1,1442,"For he watz breme, bor alþer-grattest,"
am,20,354,"I am þe wakkest, I wot, and of wyt feblest,"
,,356,"Bot for as much as ȝe ar myn em I am only to prayse,"
,,388,As I am ferly fayn
,,549,Bot I am boun to þe bur barely to-morne
,,626,"I am in tent yow to telle, þof tary hyt me schulde:"
,,1042,"And I am wyȝe at your wylle to worch youre hest,"
,,1043,"As I am halden þerto, in hyȝe and in loȝe,"
,,1055,"For I am sumned myselfe to sech to a place,"
,,1245,"I am wyȝe vnworþy, I wot wel myseluen."
,,1278,"Bot I am proude of þe prys þat ȝe put on me,"
,,1502,"I am at your comaundement, to kysse quen yow lykez,"
,,1545,"As I am, oþer euer schal, in erde þer I leue,"
,,1548,"As I am hyȝly bihalden, and euermore wylle"
,,1674,"And sayde, 'As I am trwe segge, I siker my trawþe"
,,1794,"Bot I am swared for soþe, þat sore me þinkkez."
,,1809,"And I am here an erande in erdez vncouþe,"
,,1843,I am derely to yow biholde
,,2160,"To Goddez wylle I am ful bayn,"
,,2384,"Now am I fawty and falce, and ferde haf ben euer"
,,2511,"Þis is þe token of vntrawþe þat I am tan inne,"
amen,1,2532,He bryng vus to his blysse! AMEN.
amende,1,901,And eft hit schal amende.'
among,8,101,At vch farand fest among his fre meny
,,466,A meruayl among þo menne.
,,473,Among þise kynde caroles of knyȝtez and ladyez.
,,804,"Among þe castel carnelez clambred so þik,"
,,1420,Vncoupled among þo þornez
,,1886,"And syþen he mace hym as mery among þe fre ladyes,"
,,1928,Among þe ladies for luf he ladde much ioye;
,,2400,"Among prynces of prys, and þis a pure token"
amount,1,1198,"Meue oþer amount--to meruayle hym þoȝt,"
an,23,27,"Forþi an aunter in erde I attle to schawe,"
,,29,And an outtrage awenture of Arthurez wonderez.
,,63,"Þe chauntré of þe chapel cheued to an ende,"
,,90,And also an oþer maner meued him eke
,,93,"Of sum auenturus þyng an vncouþe tale,"
,,132,"An oþer noyse ful newe neȝed biliue,"
,,136,"Þer hales in at þe halle dor an aghlich mayster,"
,,190,"Ay a herle of þe here, an oþer of golde;"
,,208,"And an ax in his oþer, a hoge and vnmete,"
,,210,"Þe lenkþe of an elnȝerde þe large hede hade,"
,,287,"Þat dar stifly strike a strok for an oþer,"
,,295,Ellez þou wyl diȝt me þe dom to dele hym an oþer
,,349,"Þer such an askyng is heuened so hyȝe in your sale,"
,,383,And at þis tyme twelmonyth take at þe an oþer
,,485,"Wyth wele walt þay þat day, til worþed an ende"
,,663,"Whereeuer þe gomen bygan, or glod to an ende."
,,683,"Hadet wyth an aluisch mon, for angardez pryde."
,,950,"An oþer lady hir lad bi þe lyft honde,"
,,951,"Þat watz alder þen ho, an auncian hit semed,"
,,1269,"'Bi Mary,' quoþ þe menskful, 'me þynk hit an oþer;"
,,1809,"And I am here an erande in erdez vncouþe,"
,,2184,"And al watz holȝ inwith, nobot an olde caue,"
,,2185,"Or a creuisse of an olde cragge, he couþe hit noȝt deme"
anamayld,1,169,"His molaynes, and alle þe metail anamayld was þenne,"
and,929,1,"SIÞEN þe sege and þe assaut watz sesed at Troye,"
,,2,"Þe borȝ brittened and brent to brondeȝ and askez,"
,,5,"Hit watz Ennias þe athel, and his highe kynde,"
,,6,"Þat siþen depreced prouinces, and patrounes bicome"
,,10,"And neuenes hit his aune nome, as hit now hat;"
,,11,"Tirius to Tuskan and teldes bigynnes,"
,,13,And fer ouer þe French flod Felix Brutus
,,16,Where werre and wrake and wonder
,,18,And oft boþe blysse and blunder
,,29,And an outtrage awenture of Arthurez wonderez.
,,33,As hit is stad and stoken
,,34,"In stori stif and stronge,"
,,40,With rych reuel oryȝt and rechles merþes.
,,45,With alle þe mete and þe mirþe þat men couþe avyse;
,,48,Al watz hap vpon heȝe in hallez and chambrez
,,49,"With lordez and ladies, as leuest him þoȝt."
,,52,"And þe louelokkest ladies þat euer lif haden,"
,,53,And he þe comlokest kyng þat þe court haldes;
,,64,"Loude crye watz þer kest of clerkez and oþer,"
,,66,"And syþen riche forth runnen to reche hondeselle,"
,,70,"And he þat wan watz not wrothe, þat may ȝe wel trawe."
,,77,"Of tryed tolouse, and tars tapites innoghe,"
,,78,Þat were enbrawded and beten wyth þe best gemmes
,,86,"He watz so joly of his joyfnes, and sumquat childgered:"
,,89,So bisied him his ȝonge blod and his brayn wylde.
,,90,And also an oþer maner meued him eke
,,110,"And Agrauayn a la dure mayn on þat oþer syde sittes,"
,,111,Boþe þe kynges sistersunes and ful siker kniȝtes;
,,113,"And Ywan, Vryn son, ette with hymseluen."
,,114,"Þise were diȝt on þe des and derworþly serued,"
,,115,And siþen mony siker segge at þe sidbordez.
,,119,"Wylde werbles and wyȝt wakned lote,"
,,122,"Foysoun of þe fresche, and on so fele disches"
,,129,Good ber and bryȝt wyn boþe.
,,135,"And þe fyrst cource in þe court kyndely serued,"
,,138,"Fro þe swyre to þe swange so sware and so þik,"
,,139,"And his lyndes and his lymes so longe and so grete,"
,,142,And þat þe myriest in his muckel þat myȝt ride;
,,143,"For of bak and of brest al were his bodi sturne,"
,,144,"Both his wombe and his wast were worthily smale,"
,,145,"And alle his fetures folȝande, in forme þat he hade,"
,,150,And oueral enker-grene.
,,151,Ande al grayþed in grene þis gome and his wedes:
,,155,"With blyþe blaunner ful bryȝt, and his hod boþe,"
,,156,Þat watz laȝt fro his lokkez and layde on his schulderes;
,,158,"Þat spenet on his sparlyr, and clene spures vnder"
,,160,And scholes vnder schankes þere þe schalk rides;
,,161,"And alle his vesture uerayly watz clene verdure,"
,,162,"Boþe þe barres of his belt and oþer blyþe stones,"
,,164,"Aboutte hymself and his sadel, vpon silk werkez."
,,166,"Þat were enbrauded abof, wyth bryddes and flyȝes,"
,,169,"His molaynes, and alle þe metail anamayld was þenne,"
,,171,"And his arsounz al after and his aþel skyrtes,"
,,172,Þat euer glemered and glent al of grene stones;
,,175,"A grene hors gret and þikke,"
,,180,And þe here of his hed of his hors swete.
,,188,"Wel cresped and cemmed, wyth knottes ful mony"
,,191,"Þe tayl and his toppyng twynnen of a sute,"
,,192,"And bounden boþe wyth a bande of a bryȝt grene,"
,,208,"And an ax in his oþer, a hoge and vnmete,"
,,211,"Þe grayn al of grene stele and of golde hewen,"
,,216,And al bigrauen with grene in gracios werkes;
,,218,"And so after þe halme halched ful ofte,"
,,221,"Þis haþel heldez hym in and þe halle entres,"
,,226,"Se þat segg in syȝt, and with hymself speke"
,,229,And reled hym vp and doun;
,,230,"He stemmed, and con studie"
,,234,"Þat a haþel and a horse myȝt such a hwe lach,"
,,235,"As growe grene as þe gres and grener hit semed,"
,,237,"Al studied þat þer stod, and stalked hym nerre"
,,240,Forþi for fantoum and fayryȝe þe folk þere hit demed.
,,242,And al stouned at his steuen and stonstil seten
,,251,"And rekenly hym reuerenced, for rad was he neuer,"
,,252,"And sayde, 'Wyȝe, welcum iwys to þis place,"
,,254,"Liȝt luflych adoun and lenge, I þe praye,"
,,255,And quat-so þy wylle is we schal wyt after.'
,,259,"And þy burȝ and þy burnes best ar holden,"
,,261,"Þe wyȝtest and þe worþyest of þe worldes kynde,"
,,263,"And here is kydde cortaysye, as I haf herd carp,"
,,264,"And þat hatz wayned me hider, iwyis, at þis tyme."
,,266,"Þat I passe as in pes, and no plyȝt seche;"
,,268,"I haue a hauberghe at home and a helme boþe,"
,,269,"A schelde and a scharp spere, schinande bryȝt,"
,,276,"And sayd, 'Sir cortays knyȝt,"
,,284,"For hit is Ȝol and Nwe Ȝer, and here ar ȝep mony:"
,,290,And I schal bide þe fyrst bur as bare as I sitte.
,,292,"Lepe lyȝtly me to, and lach þis weppen,"
,,294,"And I schal stonde hym a strok, stif on þis flet,"
,,297,"And ȝet gif hym respite,"
,,298,A twelmonyth and a day;
,,299,"Now hyȝe, and let se tite"
,,302,"Alle þe heredmen in halle, þe hyȝ and þe loȝe."
,,304,"And runischly his rede yȝen he reled aboute,"
,,308,"Ande rimed hym ful richly, and ryȝt hym to speke:"
,,311,"Where is now your sourquydrye and your conquestes,"
,,312,"Your gryndellayk and your greme, and your grete wordes?"
,,313,Now is þe reuel and þe renoun of þe Rounde Table
,,318,and lere;
,,324,"And as þou foly hatz frayst, fynde þe behoues."
,,327,And I schal bayþen þy bone þat þou boden habbes.'
,,328,"Lyȝtly lepez he hym to, and laȝt at his honde."
,,330,"Now hatz Arthure his axe, and þe halme grypez,"
,,331,"And sturnely sturez hit aboute, þat stryke wyth hit þoȝt."
,,333,Herre þen ani in þe hous by þe hede and more.
,,335,"And wyth a countenaunce dryȝe he droȝ doun his cote,"
,,344,"'Bid me boȝe fro þis benche, and stonde by yow þere,"
,,346,"And þat my legge lady lyked not ille,"
,,354,"I am þe wakkest, I wot, and of wyt feblest,"
,,355,"And lest lur of my lyf, quo laytes þe soþe--"
,,358,"And syþen þis note is so nys þat noȝt hit yow falles,"
,,359,"And I haue frayned hit at yow fyrst, foldez hit to me;"
,,360,"And if I carp not comlyly, let alle þis cort rych"
,,363,And syþen þay redden alle same
,,365,And gif Gawan þe game.
,,367,"And he ful radly vpros, and ruchched hym fayre,"
,,368,"Kneled doun bifore þe kyng, and cachez þat weppen;"
,,369,"And he luflyly hit hym laft, and lyfte vp his honde,"
,,370,"And gef hym Goddez blessyng, and gladly hym biddes"
,,371,Þat his hert and his honde schulde hardi be boþe.
,,373,"And if þou redez hym ryȝt, redly I trowe"
,,376,"And he baldly hym bydez, he bayst neuer þe helder."
,,383,And at þis tyme twelmonyth take at þe an oþer
,,384,"Wyth what weppen so þou wylt, and wyth no wyȝ ellez"
,,392,"And þou hatz redily rehersed, bi resoun ful trwe,"
,,396,"I may be funde vpon folde, and foch þe such wages"
,,401,"Bot teche me truly þerto, and telle me how þou hattes,"
,,402,"And I schal ware alle my wyt to wynne me þeder,"
,,403,"And þat I swere þe for soþe, and by my seker traweþ.'"
,,407,"And þou me smoþely hatz smyten, smartly I þe teche"
,,408,"Of my hous and my home and myn owen nome,"
,,409,Þen may þou frayst my fare and forwardez holde;
,,410,"And if I spende no speche, þenne spedez þou þe better,"
,,411,For þou may leng in þy londe and layt no fyrre--
,,414,And let se how þou cnokez.'
,,421,"Gauan gripped to his ax, and gederes hit on hyȝt,"
,,425,"And schrank þurȝ þe schyire grece, and schade hit in twynne,"
,,430,"And nawþer faltered ne fel þe freke neuer þe helder,"
,,432,"And runyschly he raȝt out, þere as renkkez stoden,"
,,433,"Laȝt to his lufly hed, and lyft hit vp sone;"
,,434,"And syþen boȝez to his blonk, þe brydel he cachchez,"
,,435,"Steppez into stelbawe and strydez alofte,"
,,436,And his hede by þe here in his honde haldez;
,,437,And as sadly þe segge hym in his sadel sette
,,446,"And hit lyfte vp þe yȝe-lyddez and loked ful brode,"
,,447,"And meled þus much with his muthe, as ȝe may now here:"
,,449,"And layte as lelly til þou me, lude, fynde,"
,,463,Þe kyng and Gawen þare
,,464,"At þat grene þay laȝe and grenne,"
,,472,"Laykyng of enterludez, to laȝe and to syng,"
,,473,Among þise kynde caroles of knyȝtez and ladyez.
,,476,"He glent vpon Sir Gawen, and gaynly he sayde,"
,,478,"And hit watz don abof þe dece on doser to henge,"
,,480,And bi trwe tytel þerof to telle þe wonder.
,,482,"Þe kyng and þe gode knyȝt, and kene men hem serued"
,,484,"Wyth alle maner of mete and mynstralcie boþe,"
,,499,"A ȝere ȝernes ful ȝerne, and ȝeldez neuer lyke,"
,,501,"Forþi þis Ȝol ouerȝede, and þe ȝere after,"
,,502,And vche sesoun serlepes sued after oþer:
,,504,Þat fraystez flesch wyth þe fysche and fode more symple;
,,509,"Boþe groundez and þe greuez grene ar her wedez,"
,,510,"Bryddez busken to bylde, and bremlych syngen"
,,513,And blossumez bolne to blowe
,,514,"Bi rawez rych and ronk,"
,,518,"Quen Zeferus syflez hymself on sedez and erbez,"
,,522,"Bot þen hyȝes heruest, and hardenes hym sone,"
,,527,"Þe leuez lancen fro þe lynde and lyȝten on þe grounde,"
,,528,And al grayes þe gres þat grene watz ere;
,,529,"Þenne al rypez and rotez þat ros vpon fyrst,"
,,530,"And þus ȝirnez þe ȝere in ȝisterdayez mony,"
,,531,"And wynter wyndez aȝayn, as þe worlde askez,"
,,538,"And he made a fare on þat fest for þe frekez sake,"
,,539,With much reuel and ryche of þe Rounde Table.
,,540,Knyȝtez ful cortays and comlych ladies
,,545,"And spekez of his passage, and pertly he sayde,"
,,552,"Aywan, and Errik, and oþer ful mony,"
,,554,"Launcelot, and Lyonel, and Lucan þe gode,"
,,555,"Sir Boos, and Sir Byduer, big men boþe,"
,,556,"And mony oþer menskful, with Mador de la Port."
,,561,"To dryȝe a delful dynt, and dele no more"
,,564,"And sayde, 'Quat schuld I wonde?"
,,565,Of destinés derf and dere
,,567,"He dowellez þer al þat day, and dressez on þe morn,"
,,568,"Askez erly hys armez, and alle were þay broȝt."
,,570,And miche watz þe gyld gere þat glent þeralofte;
,,571,"Þe stif mon steppez þeron, and þe stel hondelez,"
,,573,"And syþen a crafty capados, closed aloft,"
,,581,And syþen þe brawden bryné of bryȝt stel ryngez
,,583,"And wel bornyst brace vpon his boþe armes,"
,,584,"With gode cowters and gay, and glouez of plate,"
,,585,And alle þe godlych gere þat hym gayn schulde
,,594,Offred and honoured at þe heȝe auter.
,,595,"Syþen he comez to þe kyng and to his cort-ferez,"
,,596,Lachez lufly his leue at lordez and ladyez;
,,597,"And þay hym kyst and conueyed, bikende hym to Kryst."
,,598,"Bi þat watz Gryngolet grayth, and gurde with a sadel"
,,602,"Þe apparayl of þe payttrure and of þe proude skyrtez,"
,,603,"Þe cropore and þe couertor, acorded wyth þe arsounez;"
,,604,"And al watz rayled on red ryche golde naylez,"
,,605,Þat al glytered and glent as glem of þe sunne.
,,606,"Þenne hentes he þe helme, and hastily hit kysses,"
,,607,"Þat watz stapled stifly, and stoffed wythinne."
,,610,Enbrawden and bounden wyth þe best gemmez
,,611,"On brode sylkyn borde, and bryddez on semez,"
,,613,Tortors and trulofez entayled so þyk
,,620,Þat boþe were bryȝt and broun.
,,625,And quy þe pentangel apendez to þat prynce noble
,,630,"And vche lyne vmbelappez and loukez in oþer,"
,,631,And ayquere hit is endelez; and Englych hit callen
,,633,"Forþy hit acordez to þis knyȝt and to his cler armez,"
,,634,For ay faythful in fyue and sere fyue syþez
,,635,"Gawan watz for gode knawen, and as golde pured,"
,,639,"He ber in schelde and cote,"
,,641,And gentylest knyȝt of lote.
,,643,"And efte fayled neuer þe freke in his fyue fyngres,"
,,644,And alle his afyaunce vpon folde watz in þe fyue woundez
,,646,"And quere-so-euer þys mon in melly watz stad,"
,,654,"Watz fraunchyse and felaȝschyp forbe al þyng,"
,,655,"His clannes and his cortaysye croked were neuer,"
,,656,"And pité, þat passez alle poyntez, þyse pure fyue"
,,659,"And vchone halched in oþer, þat non ende hade,"
,,660,"And fyched vpon fyue poyntez, þat fayld neuer,"
,,669,"And laȝt his launce ryȝt þore,"
,,670,"And gef hem alle goud day,"
,,672,"He sperred þe sted with þe spurez and sprong on his way,"
,,675,"And sayde soþly al same segges til oþer,"
